ID    A_wt_tpm    A_ko_tpm    R_wt_tpm    R_ko_tpm    p.value    log2FC_A_ko_vs_wt    log2FC_R_ko_vs_wt
Psmb8    Psmb8    28.83    47.07    22.19525548    23.39822732    0.75265    0.707217625275574    0.0761445768034159
Psmb9    Psmb9    42.44    93.56    6.796127559    6.474602065    0.746666    1.14044863199719    -0.0699108648624032
Psmc1    Psmc1    2.43    2.93    86.30472637    115.7646666    0.141529    0.269843074660812    0.423679256761823
Psmc2    Psmc2    24.44    47.95    78.80110618    109.7478713    0.073908    0.972257588393145    0.477900007720018
Psmc3    Psmc3    25.71    68.76    103.2735443    141.839892    0.144043    1.41920480302686    0.457788819805566
Psmc3ip    Psmc3ip    23.88    45.81    3.425651203    3.616231967    0.874767    0.939830805824716    0.0780867703948456
Psmc4    Psmc4    30.17    75.3    90.97052972    121.287552    0.0231201    1.31950650951338    0.414956368056564
Psmc5    Psmc5    26.54    57.92    111.6782674    160.0409883    0.0236187    1.12586378166035    0.519089074576431
Psmc6    Psmc6    54.85    88.09    179.16102    229.4825671    0.31057    0.683476707797161    0.357126011207644
Psmd1    Psmd1    33.04    67.49    74.12501091    103.2280969    0.0291846    1.03043777879886    0.477797896562189
Psmd10    Psmd10    25.57    37.99    6.367698634    5.909891901    0.694664    0.571149106285524    -0.107622768761359
Psmd11    Psmd11    61.39    135.17    163.9995028    189.3182216    0.0749905    1.13868658935811    0.207120657525159
Psmd12    Psmd12    26.6    56.06    96.96776023    120.5898418    0.11778    1.07551699761661    0.314528402823187
Psmd13    Psmd13    45.82    66.31    44.64132795    61.86346965    0.104715    0.533239267210401    0.470698809646929
Psmd14    Psmd14    44.01    58.21    54.72261394    56.92640814    0.756369    0.403427649255607    0.0569599077031464
Psmd2    Psmd2    27.41    51.76    139.1118216    166.1751726    0.0215834    0.91711052874235    0.256458139353172
Psmd3    Psmd3    33.08    80.38    90.33477478    102.4565091    0.115557    1.28085167956322    0.181656381018488
Psmd4    Psmd4    55.76    107.82    161.992172    184.3266435    0.347997    0.951309855824021    0.18633944235177
Psmd5    Psmd5    41.88    98.64    8.196612435    8.061176967    0.970733    1.23589153536564    -0.0240343330625028
Psmd6    Psmd6    27.76    53.72    83.15163051    103.1314956    0.157527    0.952426623080081    0.310665168670864
Psmd7    Psmd7    30.75    50.79    123.525177    152.0867657    0.156565    0.723939552174399    0.300087301578116
Psmd8    Psmd8    29.9    79.99    192.2499903    252.8351228    0.153074    1.41964395339087    0.39521156702744
Psmd9    Psmd9    8.95    13.09    15.62320632    21.19876387    0.0523229    0.548454533136896    0.440265290193543
Psme1    Psme1    24.64    43.56    92.79362502    129.814759    0.10487    0.821976267615709    0.484352383023332
Psme2    Psme2    91.04    162.91    92.82001716    108.8616458    0.395303    0.83949571063291    0.229985592708071
Psme2b    Psme2b    0.85    0.39    1.620027697    1.830378106    0.739417    -1.12199052437861    0.176020939389493
Psme3    Psme3    32.6    55.77    112.7785851    145.0541279    0.0851882    0.774598921177623    0.363095357103997
Psme4    Psme4    57.74    71.78    49.61945521    43.54967181    0.166329    0.314005928441818    -0.188239996419863
Psmf1    Psmf1    15.24    24.86    6.011323294    6.41782331    0.349313    0.705926763253978    0.0943862609018344
Psmg1    Psmg1    20.52    36.92    16.78282984    12.61041675    0.276341    0.847340592693773    -0.412341601347062
Psmg2    Psmg2    44.56    75.2    13.23690897    11.94754619    0.450655    0.754970237775551    -0.147840162803372
Psmg3    Psmg3    10.92    22.46    6.442849983    8.12445695    0.353021    1.04031719514252    0.334526040355322
Psmg4    Psmg4    30.13    46.29    45.46029933    64.92393828    0.195692    0.619483174262352    0.51413381899498
Psors1c2    Psors1c2    4.16    4.69    0.69957703    0.545238068    0.29392    0.172965212451222    -0.359013826109256
Pspc1    Pspc1    41.18    69.24    45.12688209    67.57150757    0.0659228    0.749647697282845    0.582417320958321
Psph    Psph    53.37    101.18    10.72108636    12.83640068    0.122572    0.922810454751963    0.259767454482139
Pspn    Pspn    3.92    3.42    0.667420405    0.758414168    0.810039    -0.19680353774869    0.18413113932422
Psrc1    Psrc1    15.16    26.37    0.58277502    0.388737498    0.258701    0.798587364923701    -0.582909733688774
Pstk    Pstk    29.05    56.84    3.744175738    2.704674125    0.232496    0.968344110788634    -0.469045327390395
Pstpip1    Pstpip1    9.44    9.38    0.387889179    1.021964599    0.0237715    -0.0091979593733833    1.39532522277225
Pstpip2    Pstpip2    28.93    51.57    22.87447082    17.84527121    0.00765064    0.833943829854229    -0.358178767226221
Ptafr    Ptafr    2.93    3.22    1.46467279    1.86284247    0.312113    0.136115692693273    0.346716870903217
Ptar1    Ptar1    27.65    51.18    12.53112826    12.75897696    0.88178    0.888276679198369    0.0259942839568756
Ptbp1    Ptbp1    112.16    251.98    467.0378667    551.3439238    0.0337606    1.16774383776417    0.23941254241017
Ptbp2    Ptbp2    57.02    66.12    61.2960897    54.2421548    0.444381    0.213615203193891    -0.176377489861554
Ptbp3    Ptbp3    39.18    62.41    89.98036612    77.38449051    0.0181589    0.671646108547834    -0.217563178644695
Ptcd1    Ptcd1    30.33    59.48    8.092939238    7.575561686    0.537535    0.971635838534878    -0.0952987300833223
Ptcd2    Ptcd2    33.06    57.82    6.240659737    6.420319863    0.786426    0.806463197428558    0.0409401538335556
Ptcd3    Ptcd3    21.16    38.28    34.20097645    43.68876549    0.139832    0.855220711154044    0.353215664567689
Ptch1    Ptch1    34.12    47.32    9.541011477    7.918781719    0.326002    0.471820632406783    -0.268832753551891
Ptch2    Ptch2    19.18    30.96    1.165697796    1.040264844    0.420724    0.690774132292014    -0.164093852802583
Ptchd1    Ptchd1    5.26    4.88    0.236111782    0.244369667    0.742215    -0.108160298341105    0.0493895600967638
Ptchd3    Ptchd3    1.75    0.98    0.167018702    0.050994068    0.971806    -0.835854042214319    -1.69220288617121
Ptchd4    Ptchd4    70.26    83.6    0.296465092    0.901411645    0.0691844    0.25079608924523    1.6010653090373
Ptcra    Ptcra    1.59    1.66    4.525945416    3.685544438    0.119213    0.0621182376313283    -0.296268763807335
Ptdss1    Ptdss1    55.7    103.04    19.59238978    19.46660425    0.975678    0.887443366194653    -0.00929166254638769
Ptdss2    Ptdss2    16.04    30.67    4.238780648    3.933885256    0.623223    0.935111122558303    -0.107668060175011
Pten    Pten    72.69    128.62    27.43657041    26.98248303    0.711524    0.823277553554663    -0.0240761533919072
Pter    Pter    51.62    62.89    3.3886961    3.611738171    0.721589    0.284895485846856    0.09193676521366
Ptf1a    Ptf1a    8.46    8.2    0.269186834    0.059530731    0.656297    -0.0450283471727846    -2.15821769595104
Ptf1aos    Ptf1aos    4.99    6.94    2.32e-12    0    0.981776    0.475814625118354    -3.34705241300526e-09
Ptgdr    Ptgdr    2.43    0.88    0.222798326    0.094404055    0.163215    -1.46433596910832    -1.23007675292902
Ptgdr2    Ptgdr2    3.09    1.47    0.81128709    0.857219595    0.785589    -1.07127640760339    0.0793571260546432
Ptgds    Ptgds    9.07    10.35    12.17442684    7.82854915    0.195295    0.190436642420116    -0.636971210357678
Ptger1    Ptger1    17.28    26.37    7.566298964    9.518043187    0.128031    0.609765575492659    0.331038124035102
Ptger2    Ptger2    6.17    7.42    0.292914178    0.189780237    0.622423    0.266109312455199    -0.623483224479963
Ptger3    Ptger3    3.89    4.39    0.280640816    0.239419664    0.465777    0.174408554153686    -0.22830152827538
Ptger4    Ptger4    65.68    111.44    30.00928386    42.65621143    0.07141    0.762732111352738    0.507332692379961
Ptges    Ptges    2.62    2.64    1.245007689    2.883020759    0.00566423    0.0109669478386754    1.21076857791513
Ptges2    Ptges2    55.12    102.84    7.70764464    10.18160667    0.0601977    0.899741577125814    0.40155779964716
Ptges3    Ptges3    61.02    103.04    339.7686749    336.6709108    0.905089    0.75584077198574    -0.0132137356475557
Ptges3l    Ptges3l    16.74    35.06    1.60374915    1.67907271    0.90124    1.06648143701358    0.0661758743235241
Ptgfr    Ptgfr    25.55    41.12    1.257318244    1.998863864    0.032455    0.686495593484056    0.668404951789811
Ptgfrn    Ptgfrn    33.96    44.53    94.54243513    69.70091468    0.0581113    0.390931069237171    -0.439778997543197
Ptgir    Ptgir    8.6    13.19    2.306082579    2.864064278    0.22764    0.616977627972124    0.312497862025962
Ptgis    Ptgis    5.05    9.67    6.313345102    9.36879006    0.0152749    0.937096033088078    0.569383611793162
Ptgr1    Ptgr1    10.02    15.23    8.677234609    13.02990904    0.357182    0.603984183011431    0.586464236362641
Ptgr2    Ptgr2    22.73    46.69    9.705865515    9.137232195    0.750914    1.03848333396833    -0.0870904033758815
Ptgs1    Ptgs1    7.71    11.04    2.027200253    2.967513294    0.416261    0.517880971998171    0.549540471087286
Ptgs2    Ptgs2    4.74    7.72    23.0333637    29.34114506    0.298845    0.703596319922591    0.349186597645946
Ptgs2os    Ptgs2os    4.91    7.81    0.297239941    0.078806711    0.201182    0.669490438085854    -1.9018915058428
Ptgs2os2    Ptgs2os2    4.27    5.37    0.11948606    0.11332477    0.656528    0.330616823513392    -0.0757282224178764
Pth    Pth    2.7    1.85    0.221644714    0.056118646    0.00584031    -0.545188744638393    -1.96270967418534
Pth1r    Pth1r    10.38    11.2    4.112640509    2.837863715    0.109186    0.10968211362712    -0.535102130835526
Pth2    Pth2    4.62    11.43    0.030064921    0    0.373901    1.30667462345276    -4.95721448030961
Pth2r    Pth2r    3.22    2.34    0.270163648    0.272697803    0.831913    -0.460383726270802    0.0134200692932671
Pthlh    Pthlh    13.03    12.11    2.869022738    3.825427848    0.432648    -0.105629808036885    0.414936029309071
Ptk2    Ptk2    59.29    114.85    16.44967754    16.63411679    0.887134    0.953878383728761    0.0160849907389977
Ptk2b    Ptk2b    6.32    7.42    0.778763625    1.036516957    0.316762    0.231460792162827    0.412026154319054
Ptk6    Ptk6    2.93    1.07    2.337156006    1.281140458    0.0200822    -1.45243448793929    -0.866816874997116
Ptk7    Ptk7    20.06    24.42    6.725541336    9.012801941    0.453513    0.283728754384105    0.422270862074799
Ptma    Ptma    84.63    201.19    2627.974913    4234.154382    0.0767152    1.24930765088327    0.688122160763713
Ptms    Ptms    59.91    82.53    509.1002041    507.1457595    0.952242    0.462115206784342    -0.00554917915601116
Ptn    Ptn    11.2    13.48    5.093845055    11.73583847    0.102846    0.267299978814963    1.20393366797472
Ptov1    Ptov1    70.88    123.15    85.85004797    71.34476765    0.0894186    0.796957479819109    -0.267007895920337
Ptp4a1    Ptp4a1    151.61    246.8    74.78420288    60.45286609    0.170277    0.702973809329401    -0.306918240068319
Ptp4a2    Ptp4a2    53.83    107.77    124.8848305    163.5118087    0.0908477    1.00145988565239    0.388793854409624
Ptp4a3    Ptp4a3    13.33    28.93    6.862658157    9.120174113    0.202637    1.11783118532985    0.410241844144978
Ptpa    Ptpa    42.2    75.55    34.23375773    42.22660046    0.133817    0.840173665547341    0.302724466896578
Ptpdc1    Ptpdc1    46.93    95.52    4.959815808    3.440032369    0.0289202    1.02527673865203    -0.527735928617916
Ptpmt1    Ptpmt1    32.17    55.77    24.434032    30.00763308    0.0972584    0.793754358134916    0.2964266104548
Ptpn1    Ptpn1    32.05    70.61    63.93856399    100.6540995    0.0590968    1.13952357847272    0.654639454133773
Ptpn11    Ptpn11    26.99    56.16    79.40374357    68.86655638    0.0976239    1.05709019566642    -0.205400708336877
Ptpn12    Ptpn12    48.9    64.36    195.8894555    230.2176747    0.204808    0.396322774065199    0.232957759699986
Ptpn13    Ptpn13    50.71    91.02    12.95733576    8.334615787    0.144006    0.843900712491004    -0.636519758478826
Ptpn14    Ptpn14    54.56    85.56    12.94540326    9.128295553    0.0649969    0.64908325772024    -0.503975900917432
Ptpn18    Ptpn18    27.16    49.22    0.531379649    0.653748464    0.724806    0.857737371674251    0.298485346954441
Ptpn2    Ptpn2    65.45    104.4    38.47677742    31.00575508    0.266783    0.67364839093989    -0.311442914686451
Ptpn20    Ptpn20    1.59    0.39    0.103127114    0.05966691    0.723808    -2.0246933230237    -0.779364049314704
Ptpn21    Ptpn21    24.72    42.09    23.78903472    18.44898875    0.0103518    0.76777468219248    -0.366737440690351
Ptpn22    Ptpn22    2.25    5.57    0.257255551    0.47913647    0.22296    1.30737025920242    0.894645164750439
Ptpn23    Ptpn23    67.04    106.65    105.5286962    80.32797779    0.200247    0.669781919091229    -0.393656609387431
Ptpn3    Ptpn3    30.64    67.88    6.307119004    4.565492858    0.079396    1.14754443649213    -0.466123300219849
Ptpn4    Ptpn4    56.07    78.52    6.213778481    7.291790192    0.40371    0.485823746463273    0.230767920548005
Ptpn5    Ptpn5    4.01    2.25    0.349574831    0.124637621    0.12488    -0.833395909360353    -1.48045389332725
Ptpn6    Ptpn6    3.23    3.81    0.743044571    1.11173658    0.166411    0.238188857546805    0.580651149717047
Ptpn7    Ptpn7    8.13    10.5    0.926387368    0.709397146    0.533981    0.369022021111769    -0.384546290094939
Ptpn9    Ptpn9    39.9    72.56    15.12193917    18.55654434    0.0826131    0.862769434751678    0.295267258768023
Ptpra    Ptpra    57.28    103.23    31.70133559    30.97716191    0.479577    0.849747689171396    -0.0333375868947794
Ptprb    Ptprb    6.83    11.23    8.664832343    9.72539977    0.659946    0.71731769265732    0.166567564580087
Ptprc    Ptprc    1.55    1.63    0.456812086    1.606173354    0.0166833    0.0725580956757934    1.81169809543227
Ptprcap    Ptprcap    2.68    4.98    1.893058916    2.227716281    0.595259    0.893664191690026    0.234731763473977
Ptprd    Ptprd    3.05    1.12    23.66753919    19.37705441    0.185212    -1.44449590177323    -0.288546937468328
Ptpre    Ptpre    20.17    45.26    2.932856039    2.904300565    0.775512    1.16598585101935    -0.0141106573919063
Ptprf    Ptprf    14.7    17.87    34.94216746    39.35964019    0.333379    0.281706070671875    0.171743297121884
Ptprg    Ptprg    28.57    51.66    32.97224426    36.5681981    0.558756    0.854524037677056    0.149333149448815
Ptprh    Ptprh    2.21    3.13    0.243715774    0.314267861    0.76813    0.501924483322444    0.365471008161517
Ptprj    Ptprj    31.07    52.93    8.69310046    9.14894052    0.902313    0.768544235963882    0.0737255990614605
Ptprk    Ptprk    67.08    125.04    7.606549517    9.237614017    0.371757    0.898425120335992    0.28024461463788
Ptprm    Ptprm    43.65    101.77    5.435654789    7.553072327    0.418379    1.22123990898947    0.47453537272129
Ptprn    Ptprn    3.43    2.39    0.922824939    0.593762912    0.0260338    -0.521014995846027    -0.635304805640059
Ptprn2    Ptprn2    7.94    5.18    0.316358546    0.207483551    0.768252    -0.616090111966475    -0.606180130846095
Ptpro    Ptpro    1.85    1.76    0.188427818    0.227115223    0.577469    -0.0719099860393657    0.268114516283514
Ptprr    Ptprr    3.93    2.88    0.450950077    0.418861521    0.872035    -0.448326703264224    -0.106249843722958
Ptprs    Ptprs    29    56.18    19.38917034    16.9191926    0.424952    0.953979656617411    -0.196579486848053
Ptprt    Ptprt    6.54    4.1    0.232723807    0.274988416    0.498143    -0.673535470766844    0.239803020496238
Ptprtos    Ptprtos    2.02    0.69    0.080414899    0.039348635    0.848074    -1.54831170599148    -1.01277296539419
Ptpru    Ptpru    17.26    44.63    3.262807655    3.737326011    0.582581    1.3705300837713    0.195836350858351
Ptprv    Ptprv    8.17    13.19    0.253913022    0.221701779    0.747056    0.690969381246429    -0.194891991210597
Ptprz1    Ptprz1    32.66    31.55    13.75979932    12.74908246    0.480873    -0.04988323162942    -0.110057696315208
Ptrh1    Ptrh1    55.53    117.68    20.0593879    22.05739479    0.656198    1.08351612985839    0.136978305424365
Ptrh2    Ptrh2    30.54    68.36    10.08721658    10.58529424    0.722133    1.16242620034954    0.0695265047568516
Ptrhd1    Ptrhd1    56.13    105.09    1.913556129    2.378899396    0.208306    0.904769455166312    0.313890632409342
Pts    Pts    31.92    58.23    4.525894466    3.96713527    0.469915    0.86728154629819    -0.190060467222975
Pttg1    Pttg1    32.35    42.94    27.09778303    32.63249902    0.588084    0.408545480758853    0.268125620437105
Pttg1ip    Pttg1ip    47.78    97.66    407.8899337    493.5879467    0.244007    1.0313455025131    0.275126647197462
Ptx3    Ptx3    17.8    23.54    131.1144952    129.8411512    0.860852    0.403217316836476    -0.0140793855206773
Ptx4    Ptx4    2.18    4.2    0.985232658    2.336390736    0.0476764    0.945743015845767    1.24489899416089
Pudp    Pudp    2.49    0.1    0.224966353    0.163188887    0.565915    -4.62429782348904    -0.46075148474312
Puf60    Puf60    36.06    72.44    111.7435854    127.2952782    0.138838    1.00636705747708    0.187985312236271
Pum1    Pum1    32.27    52.6    96.89969094    105.961568    0.22941    0.704851942782393    0.128975855147396
Pum2    Pum2    49.03    48.93    90.06820403    92.25630562    0.75684    -0.00294541871747178    0.0346292470805807
Pum3    Pum3    52.17    103.92    37.57669353    57.86674258    0.0252411    0.994167226636131    0.622882846959771
Pura    Pura    37.94    58.5    22.46998843    19.55412628    0.12131    0.624703581991136    -0.200516733143815
Purb    Purb    34.71    63.48    96.82876844    120.6158263    0.0245047    0.870931925943442    0.316908630760525
Purg    Purg    63.93    60.55    5.296646702    4.276891298    0.320416    -0.0783648742271712    -0.30845181031996
Pus1    Pus1    23.96    42.91    37.22595327    41.52593514    0.296774    0.840659402594418    0.157699850907959
Pus10    Pus10    47.76    79.94    2.698146403    2.439062254    0.503125    0.743102576399829    -0.145585275255184
Pus3    Pus3    12.37    20.9    17.49035305    20.34668514    0.315364    0.756609844985212    0.218222781450764
Pus7    Pus7    24.04    48.34    35.20249174    41.09561087    0.448092    1.00775041046733    0.223300890511767
Pus7l    Pus7l    60.91    104.31    5.035252478    4.606314052    0.521885    0.77611660864993    -0.128424669367337
Pusl1    Pusl1    40.09    64.75    17.0989852    20.73949997    0.305588    0.691624070185154    0.278455595680438
Pvalb    Pvalb    9.53    13.87    4.521209098    23.43520688    0.0808983    0.541372303530868    2.37363948420518
Pvr    Pvr    58.55    76.86    276.4104322    237.7193588    0.247701    0.392557935796295    -0.217551822329026
Pvt1    Pvt1    27.83    53.78    11.85596854    16.15062103    0.156127    0.950403833525504    0.445943761278911
Pwp1    Pwp1    20.79    38.68    37.77091519    44.64316215    0.335354    0.895665942321537    0.241157598930928
Pwp2    Pwp2    27.69    47.66    46.78795618    56.53735343    0.171472    0.783392067347005    0.273061824269113
Pwwp2a    Pwwp2a    96.96    193.86    15.37347966    12.0014106    0.0116381    0.999546115233416    -0.357213394016628
Pwwp2b    Pwwp2b    42.17    80.77    2.714013273    2.087091038    0.200461    0.937586168451693    -0.37877463814156
Pwwp3a    Pwwp3a    52.58    111.73    8.750409095    6.923461967    0.00754765    1.087416035219    -0.337813351393084
Pwwp3b    Pwwp3b    5.53    4.49    4.835630114    3.45194857    0.0302194    -0.300503619936352    -0.486173364387628
Pxdc1    Pxdc1    85.97    153.53    398.0717539    274.4570066    0.114478    0.836607992090232    -0.53644670269906
Pxdn    Pxdn    34.95    50.2    53.0251615    44.40471584    0.00447678    0.522382368996597    -0.255958927138337
Pxk    Pxk    33.86    73.15    30.27589537    27.31329163    0.677005    1.11125300639446    -0.148561268581695
Pxmp2    Pxmp2    44.62    62.41    1.367109525    1.188088312    0.573519    0.484077481772087    -0.202327864749201
Pxmp4    Pxmp4    54.83    108.51    10.00043842    7.41865586    0.240532    0.984777608614523    -0.430783327083245
Pxn    Pxn    18.95    33.3    85.80429481    115.2749346    0.00940053    0.813291522769325    0.425952782103394
Pxt1    Pxt1    1.63    0.49    0.316234839    0.151910173    0.803248    -1.73196185239719    -1.05286682642068
Pxylp1    Pxylp1    41.47    74.23    2.47110577    2.551230865    0.975106    0.839918968473369    0.046018364829661
Pycard    Pycard    9.3    11.52    0.653531417    0.968745216    0.13398    0.308808203796877    0.567143311517653
Pycr1    Pycr1    23.07    47.07    3.2880259    2.517524339    0.515114    1.02875796448048    -0.385081695710881
Pycr2    Pycr2    43.9    93.07    21.66623074    27.20407506    0.0879877    1.08407790574686    0.328361032586719
Pycrl    Pycrl    37.43    55.28    22.65926793    26.33389886    0.359879    0.562550121907504    0.216810999420635
Pygb    Pygb    31.53    40.14    7.03997458    7.676351109    0.507663    0.348305632272488    0.124833494475452
Pygl    Pygl    15.38    26.37    1.09309395    1.758677095    0.0450805    0.777802976305701    0.685574087248668
Pygm    Pygm    20.97    34.77    34.26178026    34.2729689    0.967695    0.729488901151405    0.000471040595987127
Pygo1    Pygo1    20.6    33.6    1.594522093    1.328182655    0.0475317    0.705789800268957    -0.263489213577992
Pygo2    Pygo2    52.89    101.84    18.88619128    17.89412214    0.527346    0.945224333064635    -0.0778417834072727
Pym1    Pym1    25.38    42.78    25.26344814    31.53815271    0.240865    0.753221293860125    0.32003523605609
Pyroxd1    Pyroxd1    26.87    44.73    12.62221679    10.15714045    0.372999    0.73522499937515    -0.313443274528547
Pyroxd2    Pyroxd2    15.74    30.37    0.686969946    0.825194421    0.474475    0.948167215861402    0.264135776113257
Pyurf    Pyurf    48.11    43.85    4.76363767    4.806558006    0.887398    -0.133757043554039    0.0129377570150204
Pyy    Pyy    3.75    3.22    0.181929647    0.090779875    0.55823    -0.219766602278655    -0.995039161424601
Pzp    Pzp    1.67    0.29    0.198385601    0.108585904    0.61711    -2.5216206751529    -0.863498989778889
Qars    Qars    35.49    72.96    50.71763296    56.81299329    0.393047    1.03967227857386    0.163730448919501
Qdpr    Qdpr    107.21    219.16    25.48039353    31.62688735    0.532986    1.03153815564233    0.311753013222317
Qk    Qk    40.69    52.84    82.08769121    98.74714037    0.126599    0.376948033671906    0.266570093930443
Qpct    Qpct    8.64    10.94    1.059506647    3.076981551    0.00414921    0.340474419076109    1.53723092101397
Qpctl    Qpctl    67    120.91    14.10553628    14.48232222    0.740886    0.851690967907916    0.0380287773440564
Qprt    Qprt    3.69    3.42    0.310543716    0.425610469    0.41053    -0.109593633477709    0.453484752496238
Qrfp    Qrfp    8.5    12.6    0.227769809    0.262024885    0.520886    0.567833763580166    0.201302629887463
Qrfpr    Qrfpr    5.77    4.79    0.319245376    0.160780579    0.242376    -0.268494517538832    -0.985139310360424
Qrich1    Qrich1    51.27    88.68    64.51266934    73.07798703    0.0403765    0.790482002037006    0.17985176121148
Qrich2    Qrich2    2.39    1.85    0.296494745    0.156308692    0.286481    -0.369309234841054    -0.919265796395499
Qrsl1    Qrsl1    24.52    44.15    4.449571266    3.696989861    0.306966    0.848428299317828    -0.267249260052338
Qser1    Qser1    64.19    76.77    10.68042821    11.20699715    0.590835    0.258190404206879    0.0694239318606686
Qsox1    Qsox1    37.2    70.9    25.71120752    28.45972928    0.305937    0.930464572692538    0.146519152087731
Qsox2    Qsox2    15.32    33.89    6.297856282    5.945984928    0.499596    1.14539174124308    -0.0829314749522125
Qtrt1    Qtrt1    18.46    37.4    26.63654226    29.51552676    0.427587    1.01859614096988    0.148061991158861
Qtrt2    Qtrt2    67.31    137.22    59.17544601    55.15956171    0.623238    1.02758709006427    -0.101385906309824
R3hcc1    R3hcc1    13.48    22.43    11.75539311    9.77088799    0.102913    0.734566421471474    -0.266736273751777
R3hcc1l    R3hcc1l    24.23    55.18    9.726775422    11.14274912    0.371335    1.18731765646076    0.19605285608473
R3hdm1    R3hdm1    60.61    111.48    28.73001938    24.04929785    0.163366    0.87914629840297    -0.256554419663045
R3hdm2    R3hdm2    11.73    22.99    45.15673883    32.30297436    0.106113    0.970743217817972    -0.483261577580154
R3hdm4    R3hdm4    21.34    45.9    41.23531596    42.13723405    0.782652    1.10489780477941    0.0312144057187806
R3hdml    R3hdml    2.33    1.66    0.258373905    0.083911704    0.308212    -0.48889693116649    -1.6109980109415
R74862    R74862    27.82    42.48    1.48533508    1.283323159    0.548039    0.610643450344845    -0.210751137939322
Rab10    Rab10    61.41    122.57    139.0088005    160.787203    0.0251639    0.997048680430593    0.209974960395437
Rab10os    Rab10os    38.27    58.6    15.41280292    19.39850439    0.157776    0.61467368548673    0.331796945570852
Rab11a    Rab11a    35.04    68.27    65.82921908    81.25170251    0.220207    0.962228936764402    0.303665799676155
Rab11b    Rab11b    84.88    172.28    58.51798634    61.58579178    0.332306    1.02125004465405    0.0737161968239262
Rab11fip1    Rab11fip1    14.31    17.19    1.869093024    1.686819159    0.398501    0.264528982982367    -0.147949700755023
Rab11fip2    Rab11fip2    44.89    81.55    3.879368684    3.582054662    0.632752    0.861276333409059    -0.115003680125727
Rab11fip3    Rab11fip3    19.63    35.84    15.00433623    15.11945281    0.918468    0.868477225271262    0.0110256980960202
Rab11fip4    Rab11fip4    10.13    10.45    0.322707434    0.185712282    0.0830959    0.0448644074635123    -0.793873666005088
Rab11fip4os1    Rab11fip4os1    2.37    4.1    0.335869976    0.09943354    0.0310081    0.790480080845208    -1.74595071109578
Rab11fip4os2    Rab11fip4os2    3.81    5.57    0.140512031    0.071327037    0.5272    0.547766707844409    -0.96831775707578
Rab11fip5    Rab11fip5    39.2    82.14    4.798181815    5.285305217    0.435932    1.06721205374897    0.139471254714395
Rab12    Rab12    50.46    83.99    50.18204585    48.46574189    0.728694    0.735065948245589    -0.0502049349175158
Rab13    Rab13    21.51    42.04    6.600407971    7.409270857    0.431154    0.966722391989711    0.166752516006305
Rab14    Rab14    44.15    95.42    96.47935288    96.76426566    0.989862    1.11186069103478    0.00425409440823277
Rab15    Rab15    7.65    9.79    2.318261683    1.770180602    0.191426    0.355807893387067    -0.388954281989364
Rab17    Rab17    6.67    8.79    0.161608987    0.165400732    0.603419    0.398124243856457    0.0332547861021673
Rab18    Rab18    66.79    131.21    143.0125587    127.2793818    0.599599    0.974163052912836    -0.16814186280632
Rab19    Rab19    4.97    6.54    0.539004429    0.247642598    0.360725    0.395975111151452    -1.11889775672697
Rab1a    Rab1a    132.35    195.13    168.1597796    185.8749141    0.461303    0.560073898303592    0.144498574357098
Rab1b    Rab1b    25.12    52.35    29.11916581    38.09047401    0.0509077    1.05932320032356    0.387449546099715
Rab20    Rab20    10.42    42.97    69.81320863    62.13931331    0.58613    2.04386962580103    -0.167991168973066
Rab21    Rab21    57.12    105.38    96.92526787    92.37960478    0.656183    0.883521633640924    -0.0692977106757553
Rab22a    Rab22a    39.34    54.1    38.39250601    46.17726867    0.011415    0.459621631374613    0.266351774236355
Rab23    Rab23    25.31    41.12    3.281112995    3.328741118    0.771439    0.700110841789374    0.0207851063305531
Rab24    Rab24    15.86    34.77    13.92114799    12.34723928    0.368486    1.1324008264397    -0.173076471352305
Rab25    Rab25    1.94    2.34    0.17479358    0.427381493    0.393366    0.270324816398349    1.28501376984303
Rab26    Rab26    11.24    15.04    0.328337681    0.180966996    0.942926    0.420130104198313    -0.855890779151872
Rab26os    Rab26os    101.79    215.64    12.51246015    24.46559047    0.239875    1.08302149589802    0.967332298947831
Rab27a    Rab27a    12.15    19.14    2.879695758    2.325027852    0.63481    0.655591154493917    -0.308548927816688
Rab27b    Rab27b    27.27    28.44    0.407630088    0.453522852    0.618827    0.0606045883474717    0.153557394858686
Rab28    Rab28    59.33    62.8    18.33491155    17.88053885    0.93386    0.0820014327409355    -0.0362010924987484
Rab29    Rab29    26.48    51.86    3.262310382    2.528490831    0.697499    0.969692421398265    -0.367489202845152
Rab2a    Rab2a    44.42    77.84    118.1477031    139.4924186    0.275917    0.809288373088015    0.23959326310976
Rab2b    Rab2b    86.24    129.21    10.6756389    9.76296016    0.242838    0.583283082931774    -0.128919231790142
Rab30    Rab30    103.64    189.96    1.764444643    1.360732615    0.389267    0.874108415202901    -0.374588136228723
Rab31    Rab31    27.96    47.17    12.78906807    20.79893832    0.0033303    0.754484227230108    0.701555307809486
Rab32    Rab32    19.36    41.12    0.81245079    1.057589905    0.145211    1.08672187904136    0.380016823928928
Rab33a    Rab33a    7.07    7.62    0.260209432    0.39335388    0.236698    0.108066056045075    0.594283845211211
Rab33b    Rab33b    77.5    134.48    26.47059789    21.41502653    0.106724    0.79511552679995    -0.305754450750183
